question_id,skill_id,answer_value,skill_name,skill_score
Q_UI_U_0130,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0130,figma,cukup_paham,Dynamic Skill,2.0
Q_WEB__0131,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0131,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0131,css_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0132,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0132,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0132,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0133,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0133,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0133,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0134,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0134,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0134,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0135,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0135,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0135,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0136,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0136,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0136,python_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0137,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0137,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0137,mlops,cukup_paham,Dynamic Skill,2.0
Q_DATA_0138,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0138,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0138,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0139,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0139,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0139,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0140,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0140,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0140,wireframing,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0141,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0141,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0141,wireframing,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0142,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0142,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0142,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0143,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0143,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0143,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0144,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0144,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0144,css_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0145,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0145,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0145,figma,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0146,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0146,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0146,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0147,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0147,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0147,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0148,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0148,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0148,css_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0149,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0149,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0149,css_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0150,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0150,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0150,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0151,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0151,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0151,wireframing,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0152,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0152,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0152,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0153,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0153,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0153,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0154,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0154,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0154,model_training,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0155,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0155,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0155,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0156,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0156,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0156,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0157,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0157,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0157,figma,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0158,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0158,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0158,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0159,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0159,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0159,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_DATA_0160,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0160,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0160,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0161,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0161,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0161,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0162,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0162,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0162,html_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0163,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0163,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0163,python_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0164,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0164,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0164,python_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0165,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0165,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0165,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0166,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0166,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0166,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_DATA_0167,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0167,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0167,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0168,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0168,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0168,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0169,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0169,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0169,html_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0170,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0170,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0170,wireframing,cukup_paham,Dynamic Skill,2.0
Q_WEB__0171,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0171,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0171,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0172,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0172,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0172,html_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0173,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0173,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0173,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0174,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0174,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0174,wireframing,cukup_paham,Dynamic Skill,2.0
Q_DATA_0175,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0175,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0175,python_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0176,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0176,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0176,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0177,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0177,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0177,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0178,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0178,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0178,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0179,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0179,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0179,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0180,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0180,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0180,wireframing,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0181,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0181,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0181,mlops,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0182,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0182,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0182,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0183,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0183,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0183,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0184,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0184,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0184,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0185,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0185,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0185,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0186,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0186,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0186,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0187,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0187,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0187,model_training,cukup_paham,Dynamic Skill,2.0
Q_DATA_0188,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0188,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0188,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0189,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0189,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0189,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0190,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0190,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0190,model_training,cukup_paham,Dynamic Skill,2.0
Q_WEB__0191,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0191,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0191,html_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0192,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0192,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0192,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0193,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0193,figma,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0193,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0194,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0194,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0194,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0195,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0195,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0195,model_training,cukup_paham,Dynamic Skill,2.0
Q_WEB__0196,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0196,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0196,html_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0197,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0197,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0197,model_training,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0198,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0198,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0198,model_training,cukup_paham,Dynamic Skill,2.0
Q_DATA_0199,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0199,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0199,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0200,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0200,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0200,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_WEB__0201,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0201,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0201,css_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0202,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0202,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0202,python_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0203,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0203,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0203,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0204,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0204,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0204,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_DATA_0205,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0205,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0205,python_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0206,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0206,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0206,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0207,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0207,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0207,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_DATA_0208,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0208,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0208,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0209,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0209,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0209,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0210,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0210,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0210,python_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0211,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0211,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0211,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0212,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0212,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0212,html_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0213,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0213,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0213,python_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0214,spreadsheet_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0214,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0214,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0215,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0215,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0215,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0216,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0216,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0216,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0217,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0217,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0217,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0218,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0218,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0218,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0219,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0219,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0219,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0220,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0220,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0220,model_training,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0221,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0221,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0221,linux_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0222,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0222,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0222,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_WEB__0223,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0223,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0223,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0224,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0224,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0224,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0225,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0225,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0225,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0226,model_training,belum_paham,Dynamic Skill,0.0
Q_AI_M_0226,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0226,mlops,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0227,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0227,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0227,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0228,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0228,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0228,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0229,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0229,spreadsheet_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0229,python_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0230,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0230,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0230,mlops,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0231,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0231,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0231,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0232,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0232,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0232,figma,cukup_paham,Dynamic Skill,2.0
Q_WEB__0233,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0233,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0233,javascript_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0234,figma,belum_paham,Dynamic Skill,0.0
Q_UI_U_0234,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0234,wireframing,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0235,networking_fundamental,belum_paham,Dynamic Skill,0.0
Q_CYBE_0235,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0235,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0236,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0236,python_basic,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0236,mlops,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0237,python_basic,belum_paham,Dynamic Skill,0.0
Q_AI_M_0237,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0237,python_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0238,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0238,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0238,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0239,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0239,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0239,html_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0240,ui_principles,belum_paham,Dynamic Skill,0.0
Q_UI_U_0240,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0240,figma,cukup_paham,Dynamic Skill,2.0
Q_WEB__0241,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0241,javascript_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0241,html_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0242,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0242,mlops,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0242,python_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0243,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0243,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0243,html_basic,cukup_paham,Dynamic Skill,2.0
Q_WEB__0244,css_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0244,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0244,html_basic,cukup_paham,Dynamic Skill,2.0
Q_AI_M_0245,mlops,belum_paham,Dynamic Skill,0.0
Q_AI_M_0245,model_training,paham_dasar,Dynamic Skill,1.0
Q_AI_M_0245,model_training,cukup_paham,Dynamic Skill,2.0
Q_WEB__0246,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0246,html_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0246,css_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0247,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0247,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0247,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0248,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0248,wireframing,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0248,ui_principles,cukup_paham,Dynamic Skill,2.0
Q_WEB__0249,html_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0249,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0249,css_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0250,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0250,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0250,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_DATA_0251,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0251,python_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0251,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_DATA_0252,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0252,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0252,spreadsheet_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0253,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0253,networking_fundamental,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0253,networking_fundamental,cukup_paham,Dynamic Skill,2.0
Q_DATA_0254,python_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0254,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0254,sql_basic,cukup_paham,Dynamic Skill,2.0
Q_UI_U_0255,wireframing,belum_paham,Dynamic Skill,0.0
Q_UI_U_0255,ui_principles,paham_dasar,Dynamic Skill,1.0
Q_UI_U_0255,figma,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0256,log_analysis,belum_paham,Dynamic Skill,0.0
Q_CYBE_0256,log_analysis,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0256,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_WEB__0257,javascript_basic,belum_paham,Dynamic Skill,0.0
Q_WEB__0257,css_basic,paham_dasar,Dynamic Skill,1.0
Q_WEB__0257,html_basic,cukup_paham,Dynamic Skill,2.0
Q_CYBE_0258,linux_basic,belum_paham,Dynamic Skill,0.0
Q_CYBE_0258,linux_basic,paham_dasar,Dynamic Skill,1.0
Q_CYBE_0258,log_analysis,cukup_paham,Dynamic Skill,2.0
Q_DATA_0259,sql_basic,belum_paham,Dynamic Skill,0.0
Q_DATA_0259,sql_basic,paham_dasar,Dynamic Skill,1.0
Q_DATA_0259,sql_basic,cukup_paham,Dynamic Skill,2.0
