pretext_text,target_role,problem_category,current_level,blocker_type
"Saya kebingungan, mulai dari SQL atau Python ya untuk frontend_developer?",frontend_developer,backend_task,basic,none
Saya tidak mengerti REST API fundamentals untuk frontend_developer.,frontend_developer,backend_task,basic,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk frontend_developer.",frontend_developer,backend_task,intermediate,none
Saya sudah intermediate tapi masih ada gap di performance tuning.,frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
Saya tidak mengerti REST API fundamentals untuk frontend_developer.,frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
"Saya baru mulai backend development sebagai frontend_developer, tidak tahu caranya.",frontend_developer,backend_task,intermediate,none
Saya sudah intermediate tapi masih ada gap di performance tuning.,frontend_developer,backend_task,intermediate,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk frontend_developer?",frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk frontend_developer.",frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
Saya takut tidak cukup smart untuk database design di frontend_developer.,frontend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk frontend_developer.",frontend_developer,backend_task,intermediate,none
Saya sudah intermediate tapi masih ada gap di performance tuning.,frontend_developer,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai frontend_developer.,frontend_developer,backend_task,intermediate,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk frontend_developer?",frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk frontend_developer.",frontend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,intermediate,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk frontend_developer.",frontend_developer,backend_task,intermediate,none
Saya merasa hilang dengan microservices sebagai frontend_developer.,frontend_developer,backend_task,advanced,none
Saya mengalami kesulitan memahami database concepts untuk frontend_developer.,frontend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk frontend_developer.,frontend_developer,backend_task,advanced,none
Saya stuck dengan server-side concepts sebagai frontend_developer.,frontend_developer,backend_task,advanced,none
Saya sudah advanced tapi masih ada gap di performance tuning.,frontend_developer,backend_task,advanced,none
Bagaimana cara memulai backend sebagai frontend_developer? Saya sangat bingung.,frontend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk frontend_developer.,frontend_developer,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai frontend_developer.,frontend_developer,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai frontend_developer.,frontend_developer,backend_task,advanced,none
Saya mengalami kesulitan memahami database concepts untuk frontend_developer.,frontend_developer,backend_task,advanced,none
Apa aja yang perlu saya pelajari untuk menjadi frontend_developer yang solid?,frontend_developer,backend_task,advanced,none
Saya ragu-ragu apakah bisa jadi frontend_developer yang competent.,frontend_developer,backend_task,advanced,none
Apa aja yang perlu saya pelajari untuk menjadi frontend_developer yang solid?,frontend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk frontend_developer.,frontend_developer,backend_task,advanced,none
Apa aja yang perlu saya pelajari untuk menjadi frontend_developer yang solid?,frontend_developer,backend_task,advanced,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk frontend_developer.",frontend_developer,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk frontend_developer?",frontend_developer,backend_task,advanced,none
Saya stuck dengan server-side concepts sebagai frontend_developer.,frontend_developer,backend_task,advanced,none
"Terlalu banyak tools backend untuk frontend_developer, overwhelming.",frontend_developer,backend_task,advanced,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk frontend_developer.",frontend_developer,backend_task,advanced,none
Saya ragu-ragu apakah bisa jadi backend_developer yang competent.,backend_developer,backend_task,beginner,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,beginner,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,beginner,none
Apa aja yang perlu saya pelajari untuk menjadi backend_developer yang solid?,backend_developer,backend_task,beginner,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk backend_developer.",backend_developer,backend_task,beginner,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,beginner,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,beginner,none
Saya sudah beginner tapi masih ada gap di performance tuning.,backend_developer,backend_task,beginner,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,beginner,none
Saya sudah beginner tapi masih ada gap di performance tuning.,backend_developer,backend_task,beginner,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,beginner,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,beginner,none
Bagaimana cara memulai backend sebagai backend_developer? Saya sangat bingung.,backend_developer,backend_task,beginner,none
Bagaimana cara memulai backend sebagai backend_developer? Saya sangat bingung.,backend_developer,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,beginner,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,beginner,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,beginner,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,basic,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,basic,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,basic,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk backend_developer.",backend_developer,backend_task,basic,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,basic,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,basic,none
Saya tidak mengerti REST API fundamentals untuk backend_developer.,backend_developer,backend_task,basic,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,basic,none
Saya tidak mengerti REST API fundamentals untuk backend_developer.,backend_developer,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,basic,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,basic,none
Bagaimana cara memulai backend sebagai backend_developer? Saya sangat bingung.,backend_developer,backend_task,basic,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,basic,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,basic,none
Saya sudah basic tapi masih ada gap di performance tuning.,backend_developer,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,intermediate,none
Apa aja yang perlu saya pelajari untuk menjadi backend_developer yang solid?,backend_developer,backend_task,intermediate,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,intermediate,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,intermediate,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,intermediate,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,intermediate,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk backend_developer.",backend_developer,backend_task,intermediate,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,intermediate,none
"Saya baru mulai backend development sebagai backend_developer, tidak tahu caranya.",backend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,intermediate,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,intermediate,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,intermediate,none
Apa aja yang perlu saya pelajari untuk menjadi backend_developer yang solid?,backend_developer,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,intermediate,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,intermediate,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,intermediate,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,intermediate,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk backend_developer.",backend_developer,backend_task,advanced,none
Saya merasa hilang dengan microservices sebagai backend_developer.,backend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk backend_developer.,backend_developer,backend_task,advanced,none
Saya takut tidak cukup smart untuk database design di backend_developer.,backend_developer,backend_task,advanced,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,advanced,none
Bagaimana cara memulai backend sebagai backend_developer? Saya sangat bingung.,backend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk backend_developer.,backend_developer,backend_task,advanced,none
"Terlalu banyak tools backend untuk backend_developer, overwhelming.",backend_developer,backend_task,advanced,none
Saya stuck dengan server-side concepts sebagai backend_developer.,backend_developer,backend_task,advanced,none
Saya sudah advanced tapi masih ada gap di performance tuning.,backend_developer,backend_task,advanced,none
Saya ragu-ragu apakah bisa jadi backend_developer yang competent.,backend_developer,backend_task,advanced,none
Saya ragu-ragu apakah bisa jadi backend_developer yang competent.,backend_developer,backend_task,advanced,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai backend_developer.,backend_developer,backend_task,advanced,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk backend_developer.",backend_developer,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk backend_developer?",backend_developer,backend_task,advanced,none
Saya mengalami kesulitan memahami database concepts untuk backend_developer.,backend_developer,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk data_analyst.,data_analyst,backend_task,beginner,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,beginner,none
Apa aja yang perlu saya pelajari untuk menjadi data_analyst yang solid?,data_analyst,backend_task,beginner,none
Saya stuck dengan server-side concepts sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,beginner,none
Saya stuck dengan server-side concepts sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya tidak mengerti REST API fundamentals untuk data_analyst.,data_analyst,backend_task,beginner,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya stuck dengan server-side concepts sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,beginner,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,beginner,none
"Saya baru mulai backend development sebagai data_analyst, tidak tahu caranya.",data_analyst,backend_task,basic,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,basic,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk data_analyst.",data_analyst,backend_task,basic,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,basic,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,basic,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,basic,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,basic,none
Apa aja yang perlu saya pelajari untuk menjadi data_analyst yang solid?,data_analyst,backend_task,basic,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,basic,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,basic,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,basic,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,basic,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,basic,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,basic,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,basic,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,basic,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,basic,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,intermediate,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,intermediate,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk data_analyst.",data_analyst,backend_task,intermediate,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,intermediate,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,intermediate,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,intermediate,none
Apa aja yang perlu saya pelajari untuk menjadi data_analyst yang solid?,data_analyst,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Saya tidak mengerti REST API fundamentals untuk data_analyst.,data_analyst,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,intermediate,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,intermediate,none
Saya sudah intermediate tapi masih ada gap di performance tuning.,data_analyst,backend_task,intermediate,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,intermediate,none
Apa aja yang perlu saya pelajari untuk menjadi data_analyst yang solid?,data_analyst,backend_task,intermediate,none
Saya ragu-ragu apakah bisa jadi data_analyst yang competent.,data_analyst,backend_task,intermediate,none
"Ada banyak backend framework, saya tidak tahu yang mana untuk data_analyst.",data_analyst,backend_task,intermediate,none
Saya sudah advanced tapi masih ada gap di performance tuning.,data_analyst,backend_task,advanced,none
"Saya tahu skill apa yang perlu, tapi gap di API design untuk data_analyst.",data_analyst,backend_task,advanced,none
Saya mengalami kesulitan memahami database concepts untuk data_analyst.,data_analyst,backend_task,advanced,none
Bagaimana cara memulai backend sebagai data_analyst? Saya sangat bingung.,data_analyst,backend_task,advanced,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,advanced,none
Saya merasa hilang dengan microservices sebagai data_analyst.,data_analyst,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,advanced,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,advanced,none
Saya sudah advanced tapi masih ada gap di performance tuning.,data_analyst,backend_task,advanced,none
Saya bingung apakah harus focus di DevOps atau coding sebagai data_analyst.,data_analyst,backend_task,advanced,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,advanced,none
"Saya baru mulai backend development sebagai data_analyst, tidak tahu caranya.",data_analyst,backend_task,advanced,none
Saya tidak mengerti REST API fundamentals untuk data_analyst.,data_analyst,backend_task,advanced,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,advanced,none
Saya takut tidak cukup smart untuk database design di data_analyst.,data_analyst,backend_task,advanced,none
"Terlalu banyak tools backend untuk data_analyst, overwhelming.",data_analyst,backend_task,advanced,none
"Saya kebingungan, mulai dari SQL atau Python ya untuk data_analyst?",data_analyst,backend_task,advanced,none
