rubric_id,task_id,criteria,weight,required,keyword_signal,feedback_if_missing
R_T_DATA_3_4,T_DATA_3,Ada 3 insight,15,False,insight|excel|spreadsheet_link/screenshot,Lengkapi bagian ini: Ada 3 insight
R_T_DATA_4_1,T_DATA_4,Ada CSV data,35,True,data|python|dasar|python_file/screenshot,Lengkapi bagian ini: Ada CSV data
R_T_DATA_4_2,T_DATA_4,Ada script Python,30,True,script|python|dasar|python_file/screenshot,Lengkapi bagian ini: Ada script Python
R_T_DATA_4_3,T_DATA_4,Ada summary stats,20,True,summary|stats|python|dasar|python_file/screenshot,Lengkapi bagian ini: Ada summary stats
R_T_DATA_4_4,T_DATA_4,Ada top category,15,False,category|python|dasar|python_file/screenshot,Lengkapi bagian ini: Ada top category
R_T_DATA_5_1,T_DATA_5,Ada KPI utama,35,True,utama|power|dashboard_screenshot/link,Lengkapi bagian ini: Ada KPI utama
R_T_DATA_5_2,T_DATA_5,Ada chart tren,30,True,chart|tren|power|dashboard_screenshot/link,Lengkapi bagian ini: Ada chart tren
R_T_DATA_5_3,T_DATA_5,Ada chart kategori,20,True,chart|kategori|power|dashboard_screenshot/link,Lengkapi bagian ini: Ada chart kategori
R_T_DATA_5_4,T_DATA_5,Ada insight,15,False,insight|power|dashboard_screenshot/link,Lengkapi bagian ini: Ada insight
R_T_DATA_6_1,T_DATA_6,Ada visual tren,35,True,visual|tren|tableau|dashboard_screenshot/link,Lengkapi bagian ini: Ada visual tren
R_T_DATA_6_2,T_DATA_6,Ada identifikasi outlier,30,True,identifikasi|outlier|tableau|dashboard_screenshot/link,Lengkapi bagian ini: Ada identifikasi outlier
R_T_DATA_6_3,T_DATA_6,Ada annotation/catatan,20,True,annotation/catatan|tableau|dashboard_screenshot/link,Lengkapi bagian ini: Ada annotation/catatan
R_T_DATA_6_4,T_DATA_6,Ada rekomendasi,15,False,rekomendasi|tableau|dashboard_screenshot/link,Lengkapi bagian ini: Ada rekomendasi
R_T_DATA_7_1,T_DATA_7,Ada masalah bisnis,35,True,masalah|bisnis|problem|solving|doc_link/screenshot,Lengkapi bagian ini: Ada masalah bisnis
R_T_DATA_7_2,T_DATA_7,Ada metric utama,30,True,metric|utama|problem|solving|doc_link/screenshot,Lengkapi bagian ini: Ada metric utama
R_T_DATA_7_3,T_DATA_7,Ada data requirement,20,True,data|requirement|problem|solving|doc_link/screenshot,Lengkapi bagian ini: Ada data requirement
R_T_DATA_7_4,T_DATA_7,Ada langkah analisis,15,False,langkah|analisis|problem|solving|doc_link/screenshot,Lengkapi bagian ini: Ada langkah analisis
R_T_DATA_8_1,T_DATA_8,Ada diagram ETL,35,True,diagram|diagram_doc/screenshot,Lengkapi bagian ini: Ada diagram ETL
R_T_DATA_8_2,T_DATA_8,Ada mapping kolom,30,True,mapping|kolom|diagram_doc/screenshot,Lengkapi bagian ini: Ada mapping kolom
R_T_DATA_8_3,T_DATA_8,Ada data quality check,20,True,data|quality|check|diagram_doc/screenshot,Lengkapi bagian ini: Ada data quality check
R_T_DATA_8_4,T_DATA_8,Ada jadwal proses,15,False,jadwal|proses|diagram_doc/screenshot,Lengkapi bagian ini: Ada jadwal proses
