question_id,answer_value,skill_id,skill_name,skill_score
Q_DATA_0138,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0138,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0138,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0139,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0139,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0139,cukup_paham,ui_principles,Dynamic Skill,2
Q_UI_U_0140,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0140,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0140,cukup_paham,wireframing,Dynamic Skill,2
Q_UI_U_0141,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0141,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0141,cukup_paham,wireframing,Dynamic Skill,2
Q_AI_M_0142,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0142,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0142,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0143,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0143,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0143,cukup_paham,javascript_basic,Dynamic Skill,2
Q_WEB__0144,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0144,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0144,cukup_paham,css_basic,Dynamic Skill,2
Q_UI_U_0145,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0145,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0145,cukup_paham,figma,Dynamic Skill,2
Q_CYBE_0146,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0146,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0146,cukup_paham,linux_basic,Dynamic Skill,2
Q_CYBE_0147,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0147,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0147,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0148,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0148,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0148,cukup_paham,css_basic,Dynamic Skill,2
Q_WEB__0149,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0149,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0149,cukup_paham,css_basic,Dynamic Skill,2
Q_AI_M_0150,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0150,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0150,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0151,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0151,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0151,cukup_paham,wireframing,Dynamic Skill,2
Q_CYBE_0152,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0152,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0152,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0153,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0153,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0153,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_AI_M_0154,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0154,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0154,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0155,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0155,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0155,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0156,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0156,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0156,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0157,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0157,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0157,cukup_paham,figma,Dynamic Skill,2
Q_AI_M_0158,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0158,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0158,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0159,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0159,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0159,cukup_paham,ui_principles,Dynamic Skill,2
Q_DATA_0160,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0160,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0160,cukup_paham,sql_basic,Dynamic Skill,2
Q_DATA_0161,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0161,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0161,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_WEB__0162,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0162,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0162,cukup_paham,html_basic,Dynamic Skill,2
Q_DATA_0163,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0163,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0163,cukup_paham,python_basic,Dynamic Skill,2
Q_AI_M_0164,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0164,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0164,cukup_paham,python_basic,Dynamic Skill,2
Q_DATA_0165,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0165,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0165,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0166,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0166,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0166,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_DATA_0167,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0167,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0167,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0168,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0168,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0168,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0169,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0169,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0169,cukup_paham,html_basic,Dynamic Skill,2
Q_UI_U_0170,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0170,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0170,cukup_paham,wireframing,Dynamic Skill,2
Q_WEB__0171,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0171,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0171,cukup_paham,javascript_basic,Dynamic Skill,2
Q_WEB__0172,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0172,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0172,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0173,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0173,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0173,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0174,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0174,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0174,cukup_paham,wireframing,Dynamic Skill,2
Q_DATA_0175,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0175,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0175,cukup_paham,python_basic,Dynamic Skill,2
Q_DATA_0176,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0176,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0176,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_CYBE_0177,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0177,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0177,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_CYBE_0178,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0178,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0178,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0179,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0179,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0179,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0180,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0180,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0180,cukup_paham,wireframing,Dynamic Skill,2
Q_AI_M_0181,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0181,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0181,cukup_paham,mlops,Dynamic Skill,2
Q_CYBE_0182,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0182,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0182,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_CYBE_0183,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0183,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0183,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0184,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0184,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0184,cukup_paham,javascript_basic,Dynamic Skill,2
Q_CYBE_0185,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0185,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0185,cukup_paham,linux_basic,Dynamic Skill,2
Q_WEB__0186,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0186,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0186,cukup_paham,javascript_basic,Dynamic Skill,2
Q_AI_M_0187,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0187,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0187,cukup_paham,model_training,Dynamic Skill,2
Q_DATA_0188,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0188,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0188,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0189,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0189,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0189,cukup_paham,javascript_basic,Dynamic Skill,2
Q_AI_M_0190,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0190,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0190,cukup_paham,model_training,Dynamic Skill,2
Q_WEB__0191,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0191,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0191,cukup_paham,html_basic,Dynamic Skill,2
Q_DATA_0192,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0192,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0192,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0193,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0193,paham_dasar,figma,Dynamic Skill,1
Q_UI_U_0193,cukup_paham,ui_principles,Dynamic Skill,2
Q_UI_U_0194,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0194,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0194,cukup_paham,ui_principles,Dynamic Skill,2
Q_AI_M_0195,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0195,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0195,cukup_paham,model_training,Dynamic Skill,2
Q_WEB__0196,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0196,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0196,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0197,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0197,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0197,cukup_paham,model_training,Dynamic Skill,2
Q_AI_M_0198,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0198,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0198,cukup_paham,model_training,Dynamic Skill,2
Q_DATA_0199,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0199,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0199,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0200,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0200,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0200,cukup_paham,ui_principles,Dynamic Skill,2
Q_WEB__0201,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0201,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0201,cukup_paham,css_basic,Dynamic Skill,2
Q_DATA_0202,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0202,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0202,cukup_paham,python_basic,Dynamic Skill,2
Q_UI_U_0203,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0203,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0203,cukup_paham,ui_principles,Dynamic Skill,2
Q_UI_U_0204,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0204,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0204,cukup_paham,ui_principles,Dynamic Skill,2
Q_DATA_0205,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0205,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0205,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0206,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0206,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0206,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_CYBE_0207,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0207,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0207,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_DATA_0208,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0208,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0208,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_CYBE_0209,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0209,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0209,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0210,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0210,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0210,cukup_paham,python_basic,Dynamic Skill,2
Q_DATA_0211,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0211,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0211,cukup_paham,sql_basic,Dynamic Skill,2
Q_WEB__0212,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0212,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0212,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0213,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0213,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0213,cukup_paham,python_basic,Dynamic Skill,2
Q_DATA_0214,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0214,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0214,cukup_paham,sql_basic,Dynamic Skill,2
Q_WEB__0215,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0215,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0215,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0216,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0216,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0216,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0217,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0217,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0217,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0218,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0218,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0218,cukup_paham,javascript_basic,Dynamic Skill,2
Q_AI_M_0219,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0219,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0219,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0220,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0220,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0220,cukup_paham,model_training,Dynamic Skill,2
Q_CYBE_0221,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0221,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0221,cukup_paham,linux_basic,Dynamic Skill,2
Q_CYBE_0222,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0222,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0222,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_WEB__0223,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0223,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0223,cukup_paham,javascript_basic,Dynamic Skill,2
Q_AI_M_0224,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0224,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0224,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0225,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0225,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0225,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0226,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0226,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0226,cukup_paham,mlops,Dynamic Skill,2
Q_CYBE_0227,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0227,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0227,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0228,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0228,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0228,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_DATA_0229,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0229,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0229,cukup_paham,python_basic,Dynamic Skill,2
Q_AI_M_0230,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0230,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0230,cukup_paham,mlops,Dynamic Skill,2
Q_UI_U_0231,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0231,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0231,cukup_paham,ui_principles,Dynamic Skill,2
Q_UI_U_0232,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0232,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0232,cukup_paham,figma,Dynamic Skill,2
Q_WEB__0233,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0233,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0233,cukup_paham,javascript_basic,Dynamic Skill,2
Q_UI_U_0234,belum_paham,figma,Dynamic Skill,0
Q_UI_U_0234,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0234,cukup_paham,wireframing,Dynamic Skill,2
Q_CYBE_0235,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0235,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0235,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_AI_M_0236,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0236,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0236,cukup_paham,mlops,Dynamic Skill,2
Q_AI_M_0237,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0237,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0237,cukup_paham,python_basic,Dynamic Skill,2
Q_DATA_0238,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0238,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0238,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_WEB__0239,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0239,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0239,cukup_paham,html_basic,Dynamic Skill,2
Q_UI_U_0240,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0240,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0240,cukup_paham,figma,Dynamic Skill,2
Q_WEB__0241,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0241,paham_dasar,javascript_basic,Dynamic Skill,1
Q_WEB__0241,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0242,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0242,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0242,cukup_paham,python_basic,Dynamic Skill,2
Q_WEB__0243,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0243,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0243,cukup_paham,html_basic,Dynamic Skill,2
Q_WEB__0244,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0244,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0244,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0245,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0245,paham_dasar,model_training,Dynamic Skill,1
Q_AI_M_0245,cukup_paham,model_training,Dynamic Skill,2
Q_WEB__0246,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0246,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0246,cukup_paham,css_basic,Dynamic Skill,2
Q_UI_U_0247,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0247,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0247,cukup_paham,ui_principles,Dynamic Skill,2
Q_UI_U_0248,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0248,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0248,cukup_paham,ui_principles,Dynamic Skill,2
Q_WEB__0249,belum_paham,html_basic,Dynamic Skill,0
Q_WEB__0249,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0249,cukup_paham,css_basic,Dynamic Skill,2
Q_CYBE_0250,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0250,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0250,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_DATA_0251,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0251,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0251,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_DATA_0252,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0252,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0252,cukup_paham,spreadsheet_basic,Dynamic Skill,2
Q_CYBE_0253,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0253,paham_dasar,networking_fundamental,Dynamic Skill,1
Q_CYBE_0253,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_DATA_0254,belum_paham,python_basic,Dynamic Skill,0
Q_DATA_0254,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0254,cukup_paham,sql_basic,Dynamic Skill,2
Q_UI_U_0255,belum_paham,wireframing,Dynamic Skill,0
Q_UI_U_0255,paham_dasar,ui_principles,Dynamic Skill,1
Q_UI_U_0255,cukup_paham,figma,Dynamic Skill,2
Q_CYBE_0256,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0256,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0256,cukup_paham,log_analysis,Dynamic Skill,2
Q_WEB__0257,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0257,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0257,cukup_paham,html_basic,Dynamic Skill,2
Q_CYBE_0258,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0258,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0258,cukup_paham,log_analysis,Dynamic Skill,2
Q_DATA_0259,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0259,paham_dasar,sql_basic,Dynamic Skill,1
Q_DATA_0259,cukup_paham,sql_basic,Dynamic Skill,2
Q_DATA_0260,belum_paham,sql_basic,Dynamic Skill,0
Q_DATA_0260,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0260,cukup_paham,sql_basic,Dynamic Skill,2
Q_WEB__0261,belum_paham,javascript_basic,Dynamic Skill,0
Q_WEB__0261,paham_dasar,css_basic,Dynamic Skill,1
Q_WEB__0261,cukup_paham,html_basic,Dynamic Skill,2
Q_AI_M_0262,belum_paham,mlops,Dynamic Skill,0
Q_AI_M_0262,paham_dasar,mlops,Dynamic Skill,1
Q_AI_M_0262,cukup_paham,mlops,Dynamic Skill,2
Q_WEB__0263,belum_paham,css_basic,Dynamic Skill,0
Q_WEB__0263,paham_dasar,html_basic,Dynamic Skill,1
Q_WEB__0263,cukup_paham,css_basic,Dynamic Skill,2
Q_DATA_0264,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0264,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0264,cukup_paham,sql_basic,Dynamic Skill,2
Q_CYBE_0265,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0265,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0265,cukup_paham,linux_basic,Dynamic Skill,2
Q_AI_M_0266,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0266,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0266,cukup_paham,python_basic,Dynamic Skill,2
Q_AI_M_0267,belum_paham,model_training,Dynamic Skill,0
Q_AI_M_0267,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0267,cukup_paham,mlops,Dynamic Skill,2
Q_DATA_0268,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0268,paham_dasar,python_basic,Dynamic Skill,1
Q_DATA_0268,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0269,belum_paham,log_analysis,Dynamic Skill,0
Q_CYBE_0269,paham_dasar,linux_basic,Dynamic Skill,1
Q_CYBE_0269,cukup_paham,log_analysis,Dynamic Skill,2
Q_CYBE_0270,belum_paham,linux_basic,Dynamic Skill,0
Q_CYBE_0270,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0270,cukup_paham,networking_fundamental,Dynamic Skill,2
Q_DATA_0271,belum_paham,spreadsheet_basic,Dynamic Skill,0
Q_DATA_0271,paham_dasar,spreadsheet_basic,Dynamic Skill,1
Q_DATA_0271,cukup_paham,python_basic,Dynamic Skill,2
Q_UI_U_0272,belum_paham,ui_principles,Dynamic Skill,0
Q_UI_U_0272,paham_dasar,wireframing,Dynamic Skill,1
Q_UI_U_0272,cukup_paham,figma,Dynamic Skill,2
Q_AI_M_0273,belum_paham,python_basic,Dynamic Skill,0
Q_AI_M_0273,paham_dasar,python_basic,Dynamic Skill,1
Q_AI_M_0273,cukup_paham,python_basic,Dynamic Skill,2
Q_CYBE_0274,belum_paham,networking_fundamental,Dynamic Skill,0
Q_CYBE_0274,paham_dasar,log_analysis,Dynamic Skill,1
Q_CYBE_0274,cukup_paham,linux_basic,Dynamic Skill,2
Q_DATA_0275,belum_paham,python_basic,Dynamic Skill,0
