role_id,role_name,domain_interest,required_skill_id,required_skill_name,skill_category,priority,minimum_level,step_order,prerequisite_skill_id
financial_planning___analyst,Financial Planning & Analyst,data_science,excel,Excel,fundamental,high,basic,1,
financial_planning___analyst,Financial Planning & Analyst,data_science,typescript,TypeScript,core,high,intermediate,2,excel
flutter___dart_developer,Flutter / Dart Developer,web_development,javascript,JavaScript,fundamental,high,basic,1,
flutter___dart_developer,Flutter / Dart Developer,web_development,git,Git,fundamental,high,basic,2,javascript
flutter___dart_developer,Flutter / Dart Developer,web_development,typescript,TypeScript,core,high,intermediate,3,git
flutter___dart_developer,Flutter / Dart Developer,web_development,rest_api,REST API,core,medium,intermediate,4,typescript
flutter___dart_developer,Flutter / Dart Developer,web_development,figma,Figma,core,medium,intermediate,5,rest_api
flutter___dart_developer,Flutter / Dart Developer,web_development,next_js,Next.js,core,medium,intermediate,6,figma
flutter___dart_developer,Flutter / Dart Developer,web_development,ci_cd,CI/CD,advanced,medium,advanced,7,next_js
flutter_developer,Flutter Developer,web_development,git,Git,fundamental,high,basic,1,
flutter_developer,Flutter Developer,web_development,rest_api,REST API,core,high,intermediate,2,git
fraud_security_researcher,Fraud Security Researcher,cyber_security,typescript,TypeScript,core,high,intermediate,1,
fraud_security_researcher,Fraud Security Researcher,cyber_security,cybersecurity,Cybersecurity,advanced,high,advanced,2,typescript
freelance_fullstack_engineer,Freelance Fullstack Engineer,web_development,sql,SQL,fundamental,high,basic,1,
freelance_fullstack_engineer,Freelance Fullstack Engineer,web_development,git,Git,fundamental,high,basic,2,sql
freelance_fullstack_engineer,Freelance Fullstack Engineer,web_development,typescript,TypeScript,core,high,intermediate,3,git
freelance_fullstack_engineer,Freelance Fullstack Engineer,web_development,react_js,React.js,core,medium,intermediate,4,typescript
front_end_developer,Front End Developer,ui_ux,html,HTML,fundamental,high,basic,1,
front_end_developer,Front End Developer,ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
front_end_developer,Front End Developer,ui_ux,python,Python,fundamental,high,basic,3,javascript
front_end_developer,Front End Developer,ui_ux,excel,Excel,fundamental,medium,basic,4,python
front_end_developer,Front End Developer,ui_ux,php,PHP,fundamental,medium,basic,5,excel
front_end_developer,Front End Developer,ui_ux,git,Git,fundamental,medium,basic,6,php
front_end_developer,Front End Developer,ui_ux,css,CSS,fundamental,medium,basic,7,git
front_end_developer,Front End Developer,ui_ux,typescript,TypeScript,core,medium,intermediate,8,css
front_end_developer,Front End Developer,ui_ux,ui_ux,UI/UX,core,medium,intermediate,9,typescript
front_end_developer,Front End Developer,ui_ux,prototyping,Prototyping,core,medium,intermediate,10,ui_ux
front_end_developer,Front End Developer,ui_ux,rest_api,REST API,core,medium,intermediate,11,prototyping
front_end_developer,Front End Developer,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,12,rest_api
front_end_developer,Front End Developer,web_development,javascript,JavaScript,fundamental,high,basic,1,
front_end_developer,Front End Developer,web_development,html,HTML,fundamental,high,basic,2,javascript
front_end_developer,Front End Developer,web_development,agile_scrum,Agile/Scrum,fundamental,high,basic,3,html
front_end_developer,Front End Developer,web_development,python,Python,fundamental,medium,basic,4,agile_scrum
front_end_developer,Front End Developer,web_development,problem_solving,Problem Solving,fundamental,medium,basic,5,python
front_end_developer,Front End Developer,web_development,php,PHP,fundamental,medium,basic,6,problem_solving
front_end_developer,Front End Developer,web_development,excel,Excel,fundamental,medium,basic,7,php
front_end_developer,Front End Developer,web_development,git,Git,fundamental,medium,basic,8,excel
front_end_developer,Front End Developer,web_development,css,CSS,fundamental,medium,basic,9,git
front_end_developer,Front End Developer,web_development,typescript,TypeScript,core,medium,intermediate,10,css
front_end_developer,Front End Developer,web_development,ui_ux,UI/UX,core,medium,intermediate,11,typescript
front_end_developer,Front End Developer,web_development,tailwind_css,Tailwind CSS,core,medium,intermediate,12,ui_ux
front_end_developer,Front End Developer,web_development,machine_learning,Machine Learning,core,medium,intermediate,13,tailwind_css
front_end_developer,Front End Developer,web_development,prototyping,Prototyping,core,medium,intermediate,14,machine_learning
front_end_developer,Front End Developer,web_development,react_native,React Native,core,medium,intermediate,15,prototyping
front_end_developer,Front End Developer,web_development,node_js,Node.js,core,medium,intermediate,16,react_native
front_end_developer,Front End Developer,web_development,rest_api,REST API,core,medium,intermediate,17,node_js
front_end_developer,Front End Developer,web_development,react_js,React.js,core,medium,intermediate,18,rest_api
front_end_developer,Front End Developer,web_development,next_js,Next.js,core,medium,intermediate,19,react_js
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,html,HTML,fundamental,high,basic,1,
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,javascript,JavaScript,fundamental,high,basic,2,html
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,sql,SQL,fundamental,high,basic,3,javascript
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,git,Git,fundamental,medium,basic,4,sql
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,css,CSS,fundamental,medium,basic,5,git
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,typescript,TypeScript,core,medium,intermediate,6,css
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,vue_js,Vue.js,core,medium,intermediate,7,typescript
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,angular,Angular,core,medium,intermediate,8,vue_js
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,rest_api,REST API,core,medium,intermediate,9,angular
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,react_js,React.js,core,medium,intermediate,10,rest_api
front_end_developer__vue___angular___react____outsource,Front End Developer (Vue / Angular / React) - Outsource,web_development,machine_learning,Machine Learning,core,medium,intermediate,11,react_js
front_end_engineer,Front End Engineer,ui_ux,html,HTML,fundamental,high,basic,1,
front_end_engineer,Front End Engineer,ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
front_end_engineer,Front End Engineer,ui_ux,agile_scrum,Agile/Scrum,fundamental,high,basic,3,javascript
front_end_engineer,Front End Engineer,ui_ux,git,Git,fundamental,medium,basic,4,agile_scrum
front_end_engineer,Front End Engineer,ui_ux,css,CSS,fundamental,medium,basic,5,git
front_end_engineer,Front End Engineer,ui_ux,typescript,TypeScript,core,medium,intermediate,6,css
front_end_engineer,Front End Engineer,ui_ux,vue_js,Vue.js,core,medium,intermediate,7,typescript
front_end_engineer,Front End Engineer,ui_ux,ui_ux,UI/UX,core,medium,intermediate,8,vue_js
front_end_engineer,Front End Engineer,ui_ux,rest_api,REST API,core,medium,intermediate,9,ui_ux
front_end_engineer,Front End Engineer,ui_ux,react_js,React.js,core,medium,intermediate,10,rest_api
front_end_engineer,Front End Engineer,ui_ux,figma,Figma,core,medium,intermediate,11,react_js
front_end_engineer,Front End Engineer,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,12,figma
front_end_engineer,Front End Engineer,ui_ux,next_js,Next.js,core,medium,intermediate,13,machine_learning
front_end_engineer,Front End Engineer,web_development,html,HTML,fundamental,high,basic,1,
front_end_engineer,Front End Engineer,web_development,javascript,JavaScript,fundamental,high,basic,2,html
front_end_engineer,Front End Engineer,web_development,agile_scrum,Agile/Scrum,fundamental,high,basic,3,javascript
front_end_engineer,Front End Engineer,web_development,git,Git,fundamental,medium,basic,4,agile_scrum
front_end_engineer,Front End Engineer,web_development,css,CSS,fundamental,medium,basic,5,git
front_end_engineer,Front End Engineer,web_development,typescript,TypeScript,core,medium,intermediate,6,css
front_end_engineer,Front End Engineer,web_development,vue_js,Vue.js,core,medium,intermediate,7,typescript
front_end_engineer,Front End Engineer,web_development,angular,Angular,core,medium,intermediate,8,vue_js
front_end_engineer,Front End Engineer,web_development,ui_ux,UI/UX,core,medium,intermediate,9,angular
front_end_engineer,Front End Engineer,web_development,tailwind_css,Tailwind CSS,core,medium,intermediate,10,ui_ux
front_end_engineer,Front End Engineer,web_development,rest_api,REST API,core,medium,intermediate,11,tailwind_css
front_end_engineer,Front End Engineer,web_development,react_js,React.js,core,medium,intermediate,12,rest_api
front_end_engineer,Front End Engineer,web_development,figma,Figma,core,medium,intermediate,13,react_js
front_end_engineer,Front End Engineer,web_development,machine_learning,Machine Learning,core,medium,intermediate,14,figma
front_end_engineer,Front End Engineer,web_development,next_js,Next.js,core,medium,intermediate,15,machine_learning
front_end_developer,Front-end Developer,web_development,javascript,JavaScript,fundamental,high,basic,1,
front_end_developer,Front-end Developer,web_development,typescript,TypeScript,core,high,intermediate,2,javascript
front_end_developer,Front-end Developer,web_development,react_native,React Native,core,high,intermediate,3,typescript
front_end_developer,Front-end Developer,web_development,ui_ux,UI/UX,core,medium,intermediate,4,react_native
front_end_developer,Front-end Developer,web_development,react_js,React.js,core,medium,intermediate,5,ui_ux
front_end_developer,Front-end Developer,web_development,next_js,Next.js,core,medium,intermediate,6,react_js
frontend_developer,FrontEnd Developer,ui_ux,html,HTML,fundamental,high,basic,1,
frontend_developer,FrontEnd Developer,ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
frontend_developer,FrontEnd Developer,ui_ux,git,Git,fundamental,high,basic,3,javascript
frontend_developer,FrontEnd Developer,ui_ux,css,CSS,fundamental,medium,basic,4,git
frontend_developer,FrontEnd Developer,ui_ux,ui_ux,UI/UX,core,medium,intermediate,5,css
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,html,HTML,fundamental,high,basic,1,
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,wireframing,Wireframing,fundamental,high,basic,2,html
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,problem_solving,Problem Solving,fundamental,high,basic,3,wireframing
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,git,Git,fundamental,medium,basic,4,problem_solving
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,css,CSS,fundamental,medium,basic,5,git
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,typescript,TypeScript,core,medium,intermediate,6,css
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,ui_ux,UI/UX,core,medium,intermediate,7,typescript
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,bootstrap,Bootstrap,core,medium,intermediate,8,ui_ux
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,rest_api,REST API,core,medium,intermediate,9,bootstrap
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,figma,Figma,core,medium,intermediate,10,rest_api
frontend_asp_net_blazor,Frontend ASP.NET Blazor,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,11,figma
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,html,HTML,fundamental,high,basic,1,
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,wireframing,Wireframing,fundamental,high,basic,2,html
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,problem_solving,Problem Solving,fundamental,high,basic,3,wireframing
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,git,Git,fundamental,medium,basic,4,problem_solving
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,css,CSS,fundamental,medium,basic,5,git
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,typescript,TypeScript,core,medium,intermediate,6,css
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,ui_ux,UI/UX,core,medium,intermediate,7,typescript
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,bootstrap,Bootstrap,core,medium,intermediate,8,ui_ux
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,rest_api,REST API,core,medium,intermediate,9,bootstrap
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,figma,Figma,core,medium,intermediate,10,rest_api
frontend_asp_net_blazor,Frontend ASP.NET Blazor,web_development,machine_learning,Machine Learning,core,medium,intermediate,11,figma
frontend_developer,Frontend Developer,ui_ux,html,HTML,fundamental,high,basic,1,
frontend_developer,Frontend Developer,ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
frontend_developer,Frontend Developer,ui_ux,agile_scrum,Agile/Scrum,fundamental,high,basic,3,javascript
frontend_developer,Frontend Developer,ui_ux,java,Java,fundamental,medium,basic,4,agile_scrum
frontend_developer,Frontend Developer,ui_ux,git,Git,fundamental,medium,basic,5,java
frontend_developer,Frontend Developer,ui_ux,css,CSS,fundamental,medium,basic,6,git
frontend_developer,Frontend Developer,ui_ux,typescript,TypeScript,core,medium,intermediate,7,css
frontend_developer,Frontend Developer,ui_ux,vue_js,Vue.js,core,medium,intermediate,8,typescript
frontend_developer,Frontend Developer,ui_ux,angular,Angular,core,medium,intermediate,9,vue_js
frontend_developer,Frontend Developer,ui_ux,ui_ux,UI/UX,core,medium,intermediate,10,angular
frontend_developer,Frontend Developer,ui_ux,tailwind_css,Tailwind CSS,core,medium,intermediate,11,ui_ux
frontend_developer,Frontend Developer,ui_ux,react_native,React Native,core,medium,intermediate,12,tailwind_css
frontend_developer,Frontend Developer,ui_ux,rest_api,REST API,core,medium,intermediate,13,react_native
frontend_developer,Frontend Developer,ui_ux,react_js,React.js,core,medium,intermediate,14,rest_api
frontend_developer,Frontend Developer,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,15,react_js
frontend_developer,Frontend Developer,ui_ux,next_js,Next.js,core,medium,intermediate,16,machine_learning
frontend_developer,Frontend Developer,web_development,wireframing,Wireframing,fundamental,high,basic,1,
frontend_developer,Frontend Developer,web_development,javascript,JavaScript,fundamental,high,basic,2,wireframing
frontend_developer,Frontend Developer,web_development,sql,SQL,fundamental,high,basic,3,javascript
frontend_developer,Frontend Developer,web_development,html,HTML,fundamental,medium,basic,4,sql
frontend_developer,Frontend Developer,web_development,java,Java,fundamental,medium,basic,5,html
frontend_developer,Frontend Developer,web_development,agile_scrum,Agile/Scrum,fundamental,medium,basic,6,java
frontend_developer,Frontend Developer,web_development,git,Git,fundamental,medium,basic,7,agile_scrum
frontend_developer,Frontend Developer,web_development,css,CSS,fundamental,medium,basic,8,git
frontend_developer,Frontend Developer,web_development,typescript,TypeScript,core,medium,intermediate,9,css
frontend_developer,Frontend Developer,web_development,ui_ux,UI/UX,core,medium,intermediate,10,typescript
frontend_developer,Frontend Developer,web_development,tailwind_css,Tailwind CSS,core,medium,intermediate,11,ui_ux
frontend_developer,Frontend Developer,web_development,machine_learning,Machine Learning,core,medium,intermediate,12,tailwind_css
frontend_developer,Frontend Developer,web_development,angular,Angular,core,medium,intermediate,13,machine_learning
frontend_developer,Frontend Developer,web_development,figma,Figma,core,medium,intermediate,14,angular
frontend_developer,Frontend Developer,web_development,mysql,MySQL,core,medium,intermediate,15,figma
frontend_developer,Frontend Developer,web_development,react_native,React Native,core,medium,intermediate,16,mysql
frontend_developer,Frontend Developer,web_development,laravel,Laravel,core,medium,intermediate,17,react_native
frontend_developer,Frontend Developer,web_development,graphql,GraphQL,core,medium,intermediate,18,laravel
frontend_developer,Frontend Developer,web_development,postgresql,PostgreSQL,core,medium,intermediate,19,graphql
frontend_developer,Frontend Developer,web_development,vue_js,Vue.js,core,medium,intermediate,20,postgresql
frontend_developer,Frontend Developer,web_development,bootstrap,Bootstrap,core,medium,intermediate,21,vue_js
frontend_developer,Frontend Developer,web_development,rest_api,REST API,core,medium,intermediate,22,bootstrap
frontend_developer,Frontend Developer,web_development,react_js,React.js,core,medium,intermediate,23,rest_api
frontend_developer,Frontend Developer,web_development,next_js,Next.js,core,medium,intermediate,24,react_js
frontend_developer,Frontend Developer,web_development,docker,Docker,advanced,medium,advanced,25,next_js
frontend_developer,Frontend Developer,web_development,microservices,Microservices,advanced,medium,advanced,26,docker
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,html,HTML,fundamental,high,basic,1,
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,git,Git,fundamental,high,basic,3,javascript
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,css,CSS,fundamental,medium,basic,4,git
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,typescript,TypeScript,core,medium,intermediate,5,css
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,ui_ux,UI/UX,core,medium,intermediate,6,typescript
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,tailwind_css,Tailwind CSS,core,medium,intermediate,7,ui_ux
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,bootstrap,Bootstrap,core,medium,intermediate,8,tailwind_css
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,rest_api,REST API,core,medium,intermediate,9,bootstrap
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,react_js,React.js,core,medium,intermediate,10,rest_api
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,machine_learning,Machine Learning,core,medium,intermediate,11,react_js
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,spring_boot,Spring Boot,core,medium,intermediate,12,machine_learning
frontend_developer__contract_,Frontend Developer (Contract),ui_ux,graphql,GraphQL,core,medium,intermediate,13,spring_boot
frontend_developer__contract_,Frontend Developer (Contract),web_development,html,HTML,fundamental,high,basic,1,
frontend_developer__contract_,Frontend Developer (Contract),web_development,javascript,JavaScript,fundamental,high,basic,2,html
frontend_developer__contract_,Frontend Developer (Contract),web_development,git,Git,fundamental,high,basic,3,javascript
frontend_developer__contract_,Frontend Developer (Contract),web_development,css,CSS,fundamental,medium,basic,4,git
frontend_developer__contract_,Frontend Developer (Contract),web_development,typescript,TypeScript,core,medium,intermediate,5,css
frontend_developer__contract_,Frontend Developer (Contract),web_development,ui_ux,UI/UX,core,medium,intermediate,6,typescript
frontend_developer__contract_,Frontend Developer (Contract),web_development,tailwind_css,Tailwind CSS,core,medium,intermediate,7,ui_ux
frontend_developer__contract_,Frontend Developer (Contract),web_development,bootstrap,Bootstrap,core,medium,intermediate,8,tailwind_css
frontend_developer__contract_,Frontend Developer (Contract),web_development,rest_api,REST API,core,medium,intermediate,9,bootstrap
frontend_developer__contract_,Frontend Developer (Contract),web_development,react_js,React.js,core,medium,intermediate,10,rest_api
frontend_developer__contract_,Frontend Developer (Contract),web_development,machine_learning,Machine Learning,core,medium,intermediate,11,react_js
frontend_developer__contract_,Frontend Developer (Contract),web_development,spring_boot,Spring Boot,core,medium,intermediate,12,machine_learning
frontend_developer__contract_,Frontend Developer (Contract),web_development,graphql,GraphQL,core,medium,intermediate,13,spring_boot
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,html,HTML,fundamental,high,basic,1,
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,javascript,JavaScript,fundamental,high,basic,2,html
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,excel,Excel,fundamental,high,basic,3,javascript
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,git,Git,fundamental,medium,basic,4,excel
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,css,CSS,fundamental,medium,basic,5,git
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,typescript,TypeScript,core,medium,intermediate,6,css
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,vue_js,Vue.js,core,medium,intermediate,7,typescript
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,angular,Angular,core,medium,intermediate,8,vue_js
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,ui_ux,UI/UX,core,medium,intermediate,9,angular
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,react_js,React.js,core,medium,intermediate,10,ui_ux
frontend_developer_for_banking_industry,Frontend Developer for Banking Industry,web_development,machine_learning,Machine Learning,core,medium,intermediate,11,react_js
frontend_engineer,Frontend Engineer,web_development,html,HTML,fundamental,high,basic,1,
frontend_engineer,Frontend Engineer,web_development,javascript,JavaScript,fundamental,high,basic,2,html
frontend_engineer,Frontend Engineer,web_development,excel,Excel,fundamental,high,basic,3,javascript
frontend_engineer,Frontend Engineer,web_development,agile_scrum,Agile/Scrum,fundamental,medium,basic,4,excel
frontend_engineer,Frontend Engineer,web_development,git,Git,fundamental,medium,basic,5,agile_scrum
frontend_engineer,Frontend Engineer,web_development,css,CSS,fundamental,medium,basic,6,git
frontend_engineer,Frontend Engineer,web_development,typescript,TypeScript,core,medium,intermediate,7,css
frontend_engineer,Frontend Engineer,web_development,vue_js,Vue.js,core,medium,intermediate,8,typescript
frontend_engineer,Frontend Engineer,web_development,angular,Angular,core,medium,intermediate,9,vue_js
frontend_engineer,Frontend Engineer,web_development,tailwind_css,Tailwind CSS,core,medium,intermediate,10,angular
frontend_engineer,Frontend Engineer,web_development,react_js,React.js,core,medium,intermediate,11,tailwind_css
frontend_engineer,Frontend Engineer,web_development,golang,Golang,core,medium,intermediate,12,react_js
frontend_engineer,Frontend Engineer,web_development,figma,Figma,core,medium,intermediate,13,golang
frontend_engineer,Frontend Engineer,web_development,machine_learning,Machine Learning,core,medium,intermediate,14,figma
frontend_engineer,Frontend Engineer,web_development,next_js,Next.js,core,medium,intermediate,15,machine_learning
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,html,HTML,fundamental,high,basic,1,
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,javascript,JavaScript,fundamental,high,basic,2,html
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,agile_scrum,Agile/Scrum,fundamental,high,basic,3,javascript
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,git,Git,fundamental,medium,basic,4,agile_scrum
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,css,CSS,fundamental,medium,basic,5,git
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,typescript,TypeScript,core,medium,intermediate,6,css
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,ui_ux,UI/UX,core,medium,intermediate,7,typescript
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,rest_api,REST API,core,medium,intermediate,8,ui_ux
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,9,rest_api
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,html,HTML,fundamental,high,basic,1,
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,javascript,JavaScript,fundamental,high,basic,2,html
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,agile_scrum,Agile/Scrum,fundamental,high,basic,3,javascript
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,git,Git,fundamental,medium,basic,4,agile_scrum
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,css,CSS,fundamental,medium,basic,5,git
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,typescript,TypeScript,core,medium,intermediate,6,css
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,ui_ux,UI/UX,core,medium,intermediate,7,typescript
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,rest_api,REST API,core,medium,intermediate,8,ui_ux
frontend_engineer_web_react_js,Frontend Engineer Web React.Js,web_development,machine_learning,Machine Learning,core,medium,intermediate,9,rest_api
full_stack_developer,Full Stack Developer,ui_ux,javascript,JavaScript,fundamental,high,basic,1,
full_stack_developer,Full Stack Developer,ui_ux,sql,SQL,fundamental,high,basic,2,javascript
full_stack_developer,Full Stack Developer,ui_ux,html,HTML,fundamental,high,basic,3,sql
full_stack_developer,Full Stack Developer,ui_ux,java,Java,fundamental,medium,basic,4,html
full_stack_developer,Full Stack Developer,ui_ux,python,Python,fundamental,medium,basic,5,java
full_stack_developer,Full Stack Developer,ui_ux,php,PHP,fundamental,medium,basic,6,python
full_stack_developer,Full Stack Developer,ui_ux,git,Git,fundamental,medium,basic,7,php
full_stack_developer,Full Stack Developer,ui_ux,css,CSS,fundamental,medium,basic,8,git
full_stack_developer,Full Stack Developer,ui_ux,typescript,TypeScript,core,medium,intermediate,9,css
full_stack_developer,Full Stack Developer,ui_ux,ui_ux,UI/UX,core,medium,intermediate,10,typescript
full_stack_developer,Full Stack Developer,ui_ux,machine_learning,Machine Learning,core,medium,intermediate,11,ui_ux
full_stack_developer,Full Stack Developer,ui_ux,angular,Angular,core,medium,intermediate,12,machine_learning
full_stack_developer,Full Stack Developer,ui_ux,mysql,MySQL,core,medium,intermediate,13,angular
full_stack_developer,Full Stack Developer,ui_ux,figma,Figma,core,medium,intermediate,14,mysql
full_stack_developer,Full Stack Developer,ui_ux,node_js,Node.js,core,medium,intermediate,15,figma
full_stack_developer,Full Stack Developer,ui_ux,postgresql,PostgreSQL,core,medium,intermediate,16,node_js
full_stack_developer,Full Stack Developer,ui_ux,vue_js,Vue.js,core,medium,intermediate,17,postgresql
full_stack_developer,Full Stack Developer,ui_ux,rest_api,REST API,core,medium,intermediate,18,vue_js
full_stack_developer,Full Stack Developer,ui_ux,react_js,React.js,core,medium,intermediate,19,rest_api
full_stack_developer,Full Stack Developer,ui_ux,mongodb,MongoDB,core,medium,intermediate,20,react_js
full_stack_developer,Full Stack Developer,ui_ux,graphql,GraphQL,core,medium,intermediate,21,mongodb
full_stack_developer,Full Stack Developer,ui_ux,aws,AWS,advanced,medium,advanced,22,graphql
full_stack_developer,Full Stack Developer,ui_ux,gcp,GCP,advanced,medium,advanced,23,aws
full_stack_developer,Full Stack Developer,ui_ux,ci_cd,CI/CD,advanced,medium,advanced,24,gcp
full_stack_developer,Full Stack Developer,web_development,javascript,JavaScript,fundamental,high,basic,1,
full_stack_developer,Full Stack Developer,web_development,sql,SQL,fundamental,high,basic,2,javascript
full_stack_developer,Full Stack Developer,web_development,html,HTML,fundamental,high,basic,3,sql
full_stack_developer,Full Stack Developer,web_development,java,Java,fundamental,medium,basic,4,html
full_stack_developer,Full Stack Developer,web_development,python,Python,fundamental,medium,basic,5,java
full_stack_developer,Full Stack Developer,web_development,problem_solving,Problem Solving,fundamental,medium,basic,6,python
full_stack_developer,Full Stack Developer,web_development,php,PHP,fundamental,medium,basic,7,problem_solving
full_stack_developer,Full Stack Developer,web_development,git,Git,fundamental,medium,basic,8,php
full_stack_developer,Full Stack Developer,web_development,css,CSS,fundamental,medium,basic,9,git
full_stack_developer,Full Stack Developer,web_development,typescript,TypeScript,core,medium,intermediate,10,css
full_stack_developer,Full Stack Developer,web_development,ui_ux,UI/UX,core,medium,intermediate,11,typescript
full_stack_developer,Full Stack Developer,web_development,machine_learning,Machine Learning,core,medium,intermediate,12,ui_ux
full_stack_developer,Full Stack Developer,web_development,angular,Angular,core,medium,intermediate,13,machine_learning
full_stack_developer,Full Stack Developer,web_development,golang,Golang,core,medium,intermediate,14,angular
full_stack_developer,Full Stack Developer,web_development,mysql,MySQL,core,medium,intermediate,15,golang
full_stack_developer,Full Stack Developer,web_development,figma,Figma,core,medium,intermediate,16,mysql
full_stack_developer,Full Stack Developer,web_development,spring_boot,Spring Boot,core,medium,intermediate,17,figma
full_stack_developer,Full Stack Developer,web_development,react_native,React Native,core,medium,intermediate,18,spring_boot
full_stack_developer,Full Stack Developer,web_development,laravel,Laravel,core,medium,intermediate,19,react_native
full_stack_developer,Full Stack Developer,web_development,node_js,Node.js,core,medium,intermediate,20,laravel
full_stack_developer,Full Stack Developer,web_development,postgresql,PostgreSQL,core,medium,intermediate,21,node_js
full_stack_developer,Full Stack Developer,web_development,vue_js,Vue.js,core,medium,intermediate,22,postgresql
