question_id,domain_interest,target_role,current_level,blocker_type,question,answer_type,options,purpose,priority
Q_CYBE_0274,cyber_security,soc_analyst,intermediate,no_foundation,Pertanyaan untuk soc_analyst level intermediate mengenai blocker no_foundation pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_274,high
Q_DATA_0275,data_science,data_analyst,intermediate,no_starting_point,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_275,high
Q_WEB__0276,web_development,frontend_developer,intermediate,no_portfolio,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_portfolio pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_276,high
Q_CYBE_0277,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_277,high
Q_AI_M_0278,ai_ml,machine_learning_engineer,beginner,no_foundation,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_foundation pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_278,high
Q_DATA_0279,data_science,data_analyst,advanced,skill_gap_confusion,Pertanyaan untuk data_analyst level advanced mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_279,high
Q_CYBE_0280,cyber_security,soc_analyst,beginner,skill_gap_confusion,Pertanyaan untuk soc_analyst level beginner mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_280,high
Q_AI_M_0281,ai_ml,machine_learning_engineer,advanced,no_starting_point,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker no_starting_point pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_281,high
Q_DATA_0282,data_science,data_analyst,basic,skill_gap_confusion,Pertanyaan untuk data_analyst level basic mengenai blocker skill_gap_confusion pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_282,high
Q_AI_M_0283,ai_ml,machine_learning_engineer,basic,no_starting_point,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_starting_point pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_283,high
Q_AI_M_0284,ai_ml,machine_learning_engineer,advanced,no_portfolio,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_284,high
Q_CYBE_0285,cyber_security,soc_analyst,beginner,no_portfolio,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_portfolio pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_285,high
Q_WEB__0286,web_development,frontend_developer,basic,skill_gap_confusion,Pertanyaan untuk frontend_developer level basic mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_286,high
Q_AI_M_0287,ai_ml,machine_learning_engineer,beginner,no_portfolio,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_287,high
Q_WEB__0288,web_development,frontend_developer,basic,no_foundation,Pertanyaan untuk frontend_developer level basic mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_288,high
Q_DATA_0289,data_science,data_analyst,basic,skill_gap_confusion,Pertanyaan untuk data_analyst level basic mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_289,high
Q_DATA_0290,data_science,data_analyst,beginner,no_starting_point,Pertanyaan untuk data_analyst level beginner mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_290,high
Q_AI_M_0291,ai_ml,machine_learning_engineer,intermediate,no_portfolio,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_291,high
Q_WEB__0292,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_292,high
Q_UI_U_0293,ui_ux,ui_ux_designer,basic,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level basic mengenai blocker skill_gap_confusion pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_293,high
Q_UI_U_0294,ui_ux,ui_ux_designer,basic,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level basic mengenai blocker skill_gap_confusion pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_294,high
Q_WEB__0295,web_development,frontend_developer,basic,no_starting_point,Pertanyaan untuk frontend_developer level basic mengenai blocker no_starting_point pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_295,high
Q_CYBE_0296,cyber_security,soc_analyst,basic,no_portfolio,Pertanyaan untuk soc_analyst level basic mengenai blocker no_portfolio pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_296,high
Q_CYBE_0297,cyber_security,soc_analyst,basic,no_starting_point,Pertanyaan untuk soc_analyst level basic mengenai blocker no_starting_point pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_297,high
Q_WEB__0298,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_298,high
Q_WEB__0299,web_development,frontend_developer,beginner,no_foundation,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_299,high
Q_AI_M_0300,ai_ml,machine_learning_engineer,advanced,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker skill_gap_confusion pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_300,high
Q_AI_M_0301,ai_ml,machine_learning_engineer,intermediate,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_301,high
Q_CYBE_0302,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_302,high
Q_CYBE_0303,cyber_security,soc_analyst,advanced,no_foundation,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_foundation pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_303,high
Q_DATA_0304,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_304,high
Q_DATA_0305,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_305,high
Q_DATA_0306,data_science,data_analyst,beginner,no_portfolio,Pertanyaan untuk data_analyst level beginner mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_306,high
Q_CYBE_0307,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_307,high
Q_AI_M_0308,ai_ml,machine_learning_engineer,basic,no_foundation,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_foundation pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_308,high
Q_DATA_0309,data_science,data_analyst,basic,skill_gap_confusion,Pertanyaan untuk data_analyst level basic mengenai blocker skill_gap_confusion pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_309,high
Q_UI_U_0310,ui_ux,ui_ux_designer,beginner,no_foundation,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_310,high
Q_UI_U_0311,ui_ux,ui_ux_designer,intermediate,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker skill_gap_confusion pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_311,high
Q_CYBE_0312,cyber_security,soc_analyst,intermediate,no_starting_point,Pertanyaan untuk soc_analyst level intermediate mengenai blocker no_starting_point pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_312,high
Q_DATA_0313,data_science,data_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk data_analyst level intermediate mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_313,high
Q_WEB__0314,web_development,frontend_developer,intermediate,no_foundation,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_foundation pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_314,high
Q_DATA_0315,data_science,data_analyst,intermediate,no_starting_point,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_315,high
Q_AI_M_0316,ai_ml,machine_learning_engineer,beginner,no_foundation,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_316,high
Q_DATA_0317,data_science,data_analyst,advanced,no_starting_point,Pertanyaan untuk data_analyst level advanced mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_317,high
Q_UI_U_0318,ui_ux,ui_ux_designer,basic,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level basic mengenai blocker skill_gap_confusion pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_318,high
Q_DATA_0319,data_science,data_analyst,advanced,no_foundation,Pertanyaan untuk data_analyst level advanced mengenai blocker no_foundation pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_319,high
Q_DATA_0320,data_science,data_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk data_analyst level intermediate mengenai blocker skill_gap_confusion pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_320,high
Q_UI_U_0321,ui_ux,ui_ux_designer,advanced,no_portfolio,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_portfolio pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_321,high
Q_DATA_0322,data_science,data_analyst,basic,no_portfolio,Pertanyaan untuk data_analyst level basic mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_322,high
Q_DATA_0323,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_323,high
Q_AI_M_0324,ai_ml,machine_learning_engineer,intermediate,no_portfolio,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_324,high
Q_AI_M_0325,ai_ml,machine_learning_engineer,intermediate,no_foundation,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_foundation pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_325,high
Q_WEB__0326,web_development,frontend_developer,intermediate,no_foundation,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_foundation pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_326,high
Q_DATA_0327,data_science,data_analyst,basic,no_foundation,Pertanyaan untuk data_analyst level basic mengenai blocker no_foundation pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_327,high
Q_DATA_0328,data_science,data_analyst,basic,no_starting_point,Pertanyaan untuk data_analyst level basic mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_328,high
Q_DATA_0329,data_science,data_analyst,beginner,no_portfolio,Pertanyaan untuk data_analyst level beginner mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_329,high
Q_UI_U_0330,ui_ux,ui_ux_designer,intermediate,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker skill_gap_confusion pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_330,high
Q_AI_M_0331,ai_ml,machine_learning_engineer,intermediate,no_starting_point,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_starting_point pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_331,high
Q_DATA_0332,data_science,data_analyst,basic,no_starting_point,Pertanyaan untuk data_analyst level basic mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_332,high
Q_WEB__0333,web_development,frontend_developer,advanced,no_portfolio,Pertanyaan untuk frontend_developer level advanced mengenai blocker no_portfolio pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_333,high
Q_UI_U_0334,ui_ux,ui_ux_designer,intermediate,no_starting_point,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_starting_point pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_334,high
Q_WEB__0335,web_development,frontend_developer,basic,no_foundation,Pertanyaan untuk frontend_developer level basic mengenai blocker no_foundation pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_335,high
Q_AI_M_0336,ai_ml,machine_learning_engineer,beginner,no_portfolio,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_portfolio pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_336,high
Q_AI_M_0337,ai_ml,machine_learning_engineer,advanced,no_starting_point,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker no_starting_point pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_337,high
Q_CYBE_0338,cyber_security,soc_analyst,beginner,skill_gap_confusion,Pertanyaan untuk soc_analyst level beginner mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_338,high
Q_DATA_0339,data_science,data_analyst,beginner,no_foundation,Pertanyaan untuk data_analyst level beginner mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_339,high
Q_DATA_0340,data_science,data_analyst,basic,no_starting_point,Pertanyaan untuk data_analyst level basic mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_340,high
Q_DATA_0341,data_science,data_analyst,beginner,no_portfolio,Pertanyaan untuk data_analyst level beginner mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_341,high
Q_DATA_0342,data_science,data_analyst,basic,no_starting_point,Pertanyaan untuk data_analyst level basic mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_342,high
Q_DATA_0343,data_science,data_analyst,basic,no_starting_point,Pertanyaan untuk data_analyst level basic mengenai blocker no_starting_point pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_343,high
Q_CYBE_0344,cyber_security,soc_analyst,beginner,skill_gap_confusion,Pertanyaan untuk soc_analyst level beginner mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_344,high
Q_WEB__0345,web_development,frontend_developer,basic,skill_gap_confusion,Pertanyaan untuk frontend_developer level basic mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_345,high
Q_UI_U_0346,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_346,high
Q_DATA_0347,data_science,data_analyst,advanced,no_starting_point,Pertanyaan untuk data_analyst level advanced mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_347,high
Q_WEB__0348,web_development,frontend_developer,intermediate,no_starting_point,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_348,high
Q_CYBE_0349,cyber_security,soc_analyst,basic,no_starting_point,Pertanyaan untuk soc_analyst level basic mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_349,high
Q_UI_U_0350,ui_ux,ui_ux_designer,basic,no_starting_point,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_starting_point pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_350,high
Q_WEB__0351,web_development,frontend_developer,intermediate,no_foundation,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_foundation pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_351,high
Q_WEB__0352,web_development,frontend_developer,intermediate,no_foundation,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_foundation pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_352,high
Q_DATA_0353,data_science,data_analyst,beginner,no_starting_point,Pertanyaan untuk data_analyst level beginner mengenai blocker no_starting_point pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_353,high
Q_CYBE_0354,cyber_security,soc_analyst,intermediate,no_portfolio,Pertanyaan untuk soc_analyst level intermediate mengenai blocker no_portfolio pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_354,high
Q_DATA_0355,data_science,data_analyst,intermediate,no_foundation,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_foundation pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_355,high
Q_DATA_0356,data_science,data_analyst,beginner,no_portfolio,Pertanyaan untuk data_analyst level beginner mengenai blocker no_portfolio pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_356,high
Q_UI_U_0357,ui_ux,ui_ux_designer,advanced,no_starting_point,Pertanyaan untuk ui_ux_designer level advanced mengenai blocker no_starting_point pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_357,high
Q_UI_U_0358,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_358,high
Q_WEB__0359,web_development,frontend_developer,beginner,no_starting_point,Pertanyaan untuk frontend_developer level beginner mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_359,high
Q_AI_M_0360,ai_ml,machine_learning_engineer,intermediate,no_foundation,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_360,high
Q_DATA_0361,data_science,data_analyst,advanced,no_starting_point,Pertanyaan untuk data_analyst level advanced mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_361,high
Q_AI_M_0362,ai_ml,machine_learning_engineer,intermediate,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_362,high
Q_WEB__0363,web_development,frontend_developer,beginner,skill_gap_confusion,Pertanyaan untuk frontend_developer level beginner mengenai blocker skill_gap_confusion pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_363,high
Q_WEB__0364,web_development,frontend_developer,basic,skill_gap_confusion,Pertanyaan untuk frontend_developer level basic mengenai blocker skill_gap_confusion pada skill html_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_364,high
Q_DATA_0365,data_science,data_analyst,intermediate,no_portfolio,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_365,high
Q_WEB__0366,web_development,frontend_developer,intermediate,skill_gap_confusion,Pertanyaan untuk frontend_developer level intermediate mengenai blocker skill_gap_confusion pada skill javascript_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_366,high
Q_AI_M_0367,ai_ml,machine_learning_engineer,beginner,no_portfolio,Pertanyaan untuk machine_learning_engineer level beginner mengenai blocker no_portfolio pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_367,high
Q_CYBE_0368,cyber_security,soc_analyst,beginner,no_portfolio,Pertanyaan untuk soc_analyst level beginner mengenai blocker no_portfolio pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_368,high
Q_DATA_0369,data_science,data_analyst,advanced,no_starting_point,Pertanyaan untuk data_analyst level advanced mengenai blocker no_starting_point pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_369,high
Q_AI_M_0370,ai_ml,machine_learning_engineer,basic,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_370,high
Q_DATA_0371,data_science,data_analyst,basic,no_portfolio,Pertanyaan untuk data_analyst level basic mengenai blocker no_portfolio pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_371,high
Q_CYBE_0372,cyber_security,soc_analyst,basic,no_starting_point,Pertanyaan untuk soc_analyst level basic mengenai blocker no_starting_point pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_372,high
Q_AI_M_0373,ai_ml,machine_learning_engineer,advanced,no_foundation,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker no_foundation pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_373,high
Q_WEB__0374,web_development,frontend_developer,intermediate,no_starting_point,Pertanyaan untuk frontend_developer level intermediate mengenai blocker no_starting_point pada skill css_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_web_development_374,high
Q_DATA_0375,data_science,data_analyst,intermediate,no_starting_point,Pertanyaan untuk data_analyst level intermediate mengenai blocker no_starting_point pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_375,high
Q_UI_U_0376,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_376,high
Q_DATA_0377,data_science,data_analyst,advanced,skill_gap_confusion,Pertanyaan untuk data_analyst level advanced mengenai blocker skill_gap_confusion pada skill spreadsheet_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_377,high
Q_UI_U_0378,ui_ux,ui_ux_designer,basic,skill_gap_confusion,Pertanyaan untuk ui_ux_designer level basic mengenai blocker skill_gap_confusion pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_378,high
Q_DATA_0379,data_science,data_analyst,basic,skill_gap_confusion,Pertanyaan untuk data_analyst level basic mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_379,high
Q_CYBE_0380,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_380,high
Q_UI_U_0381,ui_ux,ui_ux_designer,basic,no_foundation,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_foundation pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_381,high
Q_CYBE_0382,cyber_security,soc_analyst,advanced,no_starting_point,Pertanyaan untuk soc_analyst level advanced mengenai blocker no_starting_point pada skill linux_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_382,high
Q_DATA_0383,data_science,data_analyst,advanced,no_portfolio,Pertanyaan untuk data_analyst level advanced mengenai blocker no_portfolio pada skill sql_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_383,high
Q_AI_M_0384,ai_ml,machine_learning_engineer,advanced,skill_gap_confusion,Pertanyaan untuk machine_learning_engineer level advanced mengenai blocker skill_gap_confusion pada skill mlops?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_384,high
Q_CYBE_0385,cyber_security,soc_analyst,beginner,skill_gap_confusion,Pertanyaan untuk soc_analyst level beginner mengenai blocker skill_gap_confusion pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_385,high
Q_DATA_0386,data_science,data_analyst,intermediate,skill_gap_confusion,Pertanyaan untuk data_analyst level intermediate mengenai blocker skill_gap_confusion pada skill python_basic?,single_choice,belum_paham|paham_dasar|cukup_paham,val_data_science_386,high
Q_UI_U_0387,ui_ux,ui_ux_designer,basic,no_starting_point,Pertanyaan untuk ui_ux_designer level basic mengenai blocker no_starting_point pada skill wireframing?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_387,high
Q_UI_U_0388,ui_ux,ui_ux_designer,intermediate,no_foundation,Pertanyaan untuk ui_ux_designer level intermediate mengenai blocker no_foundation pada skill figma?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_388,high
Q_CYBE_0389,cyber_security,soc_analyst,advanced,skill_gap_confusion,Pertanyaan untuk soc_analyst level advanced mengenai blocker skill_gap_confusion pada skill networking_fundamental?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_389,high
Q_CYBE_0390,cyber_security,soc_analyst,basic,no_portfolio,Pertanyaan untuk soc_analyst level basic mengenai blocker no_portfolio pada skill log_analysis?,single_choice,belum_paham|paham_dasar|cukup_paham,val_cyber_security_390,high
Q_AI_M_0391,ai_ml,machine_learning_engineer,basic,no_portfolio,Pertanyaan untuk machine_learning_engineer level basic mengenai blocker no_portfolio pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_391,high
Q_UI_U_0392,ui_ux,ui_ux_designer,beginner,no_starting_point,Pertanyaan untuk ui_ux_designer level beginner mengenai blocker no_starting_point pada skill ui_principles?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ui_ux_392,high
Q_AI_M_0393,ai_ml,machine_learning_engineer,intermediate,no_starting_point,Pertanyaan untuk machine_learning_engineer level intermediate mengenai blocker no_starting_point pada skill model_training?,single_choice,belum_paham|paham_dasar|cukup_paham,val_ai_ml_393,high
